id,section,text,tip_short,tip_detailed,chapter,region,reward,missable,verified,notes
"stranger-veteran-1","strangers","Veteran Part 1: Recover Buell","🐎 Find Hamish by lake rock → His horse Buell escaped!","First meeting. Help catch his beautiful golden horse Buell.","","ambarino","","","YES","Meet Hamish"
"stranger-veteran-2","strangers","Veteran Part 2: Fishing Trip","🐎 Wait 1 day → 6AM-6PM only → Catch the Great Tyrant pike!","Go fishing with Hamish. Catch a legendary pike together!","","ambarino","","","YES","Fishing"
"stranger-veteran-3","strangers","Veteran Part 3: Wolf Hunt","🐎 Wait 1 day → Track wolves together → Watch for ambush!","Hunt wolves together. Great bonding experience with Hamish.","","ambarino","","","YES","Wolf hunting"
"stranger-veteran-4","strangers","Veteran Part 4: Boar Hunt ⚠️","🐎 FINAL → Hamish is killed by giant boar → YOU GET BUELL!","Tragic ending but you inherit Buell - one of the best horses in game!","","ambarino","Buell the Horse","⚠️ MISSABLE","YES","GET BUELL"
"stranger-widow","strangers","The Widow (Charlotte Balfour) ⭐","💔 Willard's Rest → 3 parts → Teach her survival → ⚠️ Ch6 ONLY!","Help a widow learn to survive. Beautiful 3-part story. Chapter 6 timing matters!","6","new-hanover","Honor + Supplies","⚠️ MISSABLE","YES","Touching story"
"stranger-mary-linton","strangers","Mary Linton (Ex-Lover) ⭐","💌 Letters at camp → 3 encounters → Arthur's past romance","Arthur's former love. Emotional storyline across multiple chapters.","2","","Story/Honor","⚠️ MISSABLE","YES","Emotional"
"stranger-dinosaur-bones","strangers","A Test of Faith (Dinosaur Bones)","🦴 Deborah MacGuiness → Find 30 bones → Mail locations","Meet paleontologist. Find 30 dinosaur bones scattered across map.","2","new-hanover","Quartz Chunk + Jawbone Knife","","YES","30 bones"
"stranger-rock-carvings","strangers","Geology for Beginners (Rock Carvings)","🗿 Francis Sinclair → 10 carvings → TIME TRAVEL mystery!","Find 10 rock carvings for the strange young man. Mind-bending ending!","2","west-elizabeth","Old Brass Compass → Raven Talisman","","YES","10 carvings"
"stranger-fisher","strangers","A Fisher of Fish (Legendary Fish)","🐟 Jeremy Gill → Flatneck Station → Catch 13 legendary fish","Start legendary fish quest. Each fish is a challenge. Get map from Jeremy.","2","new-hanover","Special Spinner","","YES","13 fish"
"stranger-artist","strangers","The Artist's Way (Charles Chatenay)","🎨 Saint Denis → French artist → VERY funny missions!","Help eccentric French artist escape his messes. Hilarious encounters!","4","lemoyne","","","YES","Very funny"
"stranger-robot","strangers","A Bright Bouncing Boy (Marko Dragic)","⚡ Saint Denis → Help build ROBOT → 3 parts + secret ending!","Amazing science fiction storyline! Help inventor build an automaton.","4","lemoyne","Electric Lantern","","YES","Robot story!"
"stranger-british","strangers","He's British, Of Course","🦁 Emerald Ranch area → Escaped circus animals (lion, zebra, tiger)!","Help British man catch his escaped exotic animals. Very entertaining!","2","new-hanover","","","YES","Fun times"
"stranger-circus","strangers","The Smell of the Grease Paint","🎪 Van Horn Saloon → Help circus performers → Multiple encounters","Failed circus troupe needs help. Multiple funny encounters across the map.","2","new-hanover","","","YES","Circus crew"
"stranger-serial-killer","strangers","American Dreams (Serial Killer)","🔪 Find 3 murder scenes → Piece clues → Find killer's hideout!","Dark stranger mission. Find gruesome crime scenes and track the killer.","2","new-hanover","","","YES","Dark story"
"stranger-lovers","strangers","The Course of True Love (Beau & Penelope)","💑 Rhodes → Star-crossed Braithwaite/Gray lovers → 5 parts!","Help Romeo & Juliet style lovers from feuding families.","3","lemoyne","","","YES","5 parts"
"stranger-civil-war","strangers","The Iniquities of History","⚔️ Rhodes → Help former slave recover items → Dark but important story","Powerful story about post-war justice. One of the most meaningful missions.","6","lemoyne","","","YES","Important"
"stranger-monks","strangers","Brothers and Sisters, One and All","⛪ Saint Denis Monks → Help with charity → Honor rewards","Help charitable monks in Saint Denis. Good honor opportunities.","4","lemoyne","Honor boosts","","YES","Good honor"
"stranger-professors","strangers","Idealism and Pragmatism for Beginners","📚 Saint Denis → University professors → Philosophy debates","Help feuding professors. Involves Mayor Lemieux and city politics.","4","lemoyne","","","YES","Politics"
"stranger-suffragette","strangers","A Better World, A New Friend","🗳️ Valentine → Women's suffrage activist → Honor + dialogue","Meet suffragette fighting for women's voting rights. Historical context.","2","new-hanover","","","YES","Historical"
"stranger-cigarette-cards","strangers","Smoking and Other Hobbies","🚬 Flatneck Station → Phineas wants ALL 144 cigarette cards!","Long-term collection quest. Find all 144 cards scattered everywhere.","2","new-hanover","Vintage Handcuffs","","YES","144 cards!"
"stranger-oh-brother","strangers","Oh, Brother","👬 Valentine area → Feuding brothers → 3 parts → Funny ending!","Help two brothers find treasure. Comedy of errors with great ending.","2","new-hanover","","","YES","Funny"
"stranger-hunting-requests","strangers","Hunting Requests (5 Parts)","🏹 Train station clerks → Hunt perfect small game carcasses","Five hunting requests. Need specific perfect carcasses for each.","2","","Various rewards","","YES","5 requests"
"stranger-wisdom-elders","strangers","The Wisdom of the Elders","🔮 Butcher Creek → Investigate cursed village → Multiple parts","Investigate strange happenings in creepy Butcher Creek village.","6","new-hanover","","","YES","Creepy"
"stranger-electric-chair","strangers","The Mercies of Knowledge","⚡ Saint Denis → Professor needs test subject → Dark humor","Darkly comedic mission about questionable scientific experiments.","4","lemoyne","","","YES","Dark humor"
"collectibles-header","collectibles","Collectibles 📦","🗺️ Find them all → Dinosaur Bones, Rock Carvings, Cigarette Cards","Major collection quests with unique rewards. Use Eagle Eye liberally!","","","","","YES","Big collection"
"bones-header","collectibles","Dinosaur Bones (30 Total) 🦴","🦴 Mail locations to Deborah MacGuiness → Post Office","Find all 30 dinosaur bones scattered across map. Mail from any Post Office.","2","","Quartz Chunk + Jawbone Knife","","YES","30 bones"
"bones-reward-1","collectibles","Bones Reward: 1 Bone Mailed","🦴 Mail ANY bone location → Get Quartz Chunk item","Quartz Chunk needed for Bear Claw Talisman crafting at Fence.","","","Quartz Chunk","","YES","Talisman item"
"bones-reward-15","collectibles","Bones Reward: 15 Bones Mailed","🦴 Mail 15 bone locations → Get Skull Statue","Unique decorative item and acknowledgment of progress.","","","Skull Statue","","YES","Halfway"
"bones-reward-30","collectibles","Bones Reward: All 30 Bones ⭐","🦴 Mail ALL 30 locations → Get Jawbone Knife!","Unique melee weapon! Plus a fun letter from Deborah.","","","Jawbone Knife","","YES","UNIQUE WEAPON"
"bones-tips","collectibles","Bones Hunting Tips","🦴 Use Eagle Eye → Look for white glow → Check cliffs, caves, riverbeds","Many bones in hard-to-see locations. Eagle Eye highlights them. Some require swimming or climbing.","","","","","YES","Eagle Eye!"
"carvings-header","collectibles","Rock Carvings (10 Total) 🗿","🗿 Francis Sinclair cabin (NW Strawberry) → TIME TRAVEL mystery!","Find all 10 rock carvings for the mysterious Francis Sinclair.","2","west-elizabeth","Old Brass Compass → Raven Talisman","","YES","10 carvings"
"carvings-reward","collectibles","Carvings Reward: All 10 Found ⭐","🗿 Return to Sinclair cabin → Mind-bending cutscene!","Get Old Brass Compass. Used to craft Raven Claw Talisman (-20% weapon degradation!)","","west-elizabeth","Old Brass Compass","","YES","BEST TALISMAN"
"carvings-tips","collectibles","Carvings Hunting Tips","🗿 High locations on rocks/cliffs → Use binoculars → Check map markers","All carvings are on rock faces at high elevations. Approach from correct angle.","","","","","YES","High ground"
"cards-header","collectibles","Cigarette Cards (144 Total) 🚬","🚬 12 Sets × 12 Cards = 144 → Phineas at Flatneck Station","Find or buy premium cigarettes. Mail completed sets to Phineas Ramsbottom.","2","new-hanover","12 Unique Rewards + Vintage Handcuffs","","YES","144 cards!"
"cards-finding","collectibles","How to Get Cards","🚬 Buy Premium Cigarettes at General Stores → OR find in world → OR enemies drop","Fastest: Buy premium cigarettes (70 cents each). Also found in cabins, camps, and looted from enemies.","","","","","YES","Buy fastest"
"cards-mailing","collectibles","Mailing Card Sets","🚬 Complete a set of 12 → Go to ANY Post Office → Mail to Phineas","Each completed set mailed gives a unique reward item!","","","","","YES","Mail sets"
"cards-set-actors","collectibles","Card Set: Famous Actors (12)","🎭 Theater performers of the era → Broadway stars","12 cards featuring famous stage actors. Mail for reward.","","","$50","","YES","Set 1"
"cards-set-actresses","collectibles","Card Set: Famous Actresses (12)","🎭 Leading ladies of stage → Early film stars","12 cards featuring famous actresses. Mail for reward.","","","$50","","YES","Set 2"  
"cards-set-artists","collectibles","Card Set: Great Artists (12)","🎨 Classic painters and sculptors → Renaissance to modern","12 cards featuring notable artists. Mail for reward.","","","$50","","YES","Set 3"
"cards-set-fauna","collectibles","Card Set: American Wild Flowers (12)","🌸 Native flora of the American West → Detailed illustrations","12 cards featuring wildflowers. Mail for reward.","","","$50","","YES","Set 4"
"cards-set-feats","collectibles","Card Set: Feats & Scenes of Daring (12)","🎪 Circus performers and daredevils → Amazing stunts","12 cards featuring daring feats. Mail for reward.","","","$50","","YES","Set 5"
"cards-set-flora","collectibles","Card Set: American Fauna (12)","🦌 Wildlife of North America → Birds, mammals, reptiles","12 cards featuring American wildlife. Mail for reward.","","","$50","","YES","Set 6"
"cards-set-guns","collectibles","Card Set: Famous Gunslingers (12)","🔫 Legends of the Old West → Outlaws and lawmen","12 cards featuring famous gunslingers. Mail for reward.","","","$50","","YES","Set 7"
"cards-set-horsemanship","collectibles","Card Set: Horsemanship (12)","🐎 Equestrian skills and horse breeds → Riding techniques","12 cards featuring horsemanship. Mail for reward.","","","$50","","YES","Set 8"
"cards-set-inventors","collectibles","Card Set: Great Inventors (12)","⚡ Edison, Bell, and more → Technology pioneers","12 cards featuring inventors. Mail for reward.","","","$50","","YES","Set 9"
"cards-set-marvels","collectibles","Card Set: Marvels of Travel & Locomotion (12)","🚂 Trains, ships, and early vehicles → Transport history","12 cards featuring travel marvels. Mail for reward.","","","$50","","YES","Set 10"
"cards-set-sports","collectibles","Card Set: Stars of the Stage (12)","🎬 Vaudeville and theater → Entertainment legends","12 cards featuring stage stars. Mail for reward.","","","$50","","YES","Set 11"
"cards-set-wonders","collectibles","Card Set: Wonders of the World (12)","🏛️ Ancient and modern wonders → World landmarks","12 cards featuring world wonders. Mail for reward.","","","$50","","YES","Set 12"
"cards-final-reward","collectibles","All 144 Cards Reward ⭐","🚬 Complete ALL 12 sets → Visit Phineas → VINTAGE HANDCUFFS!","Vintage Civil War Handcuffs needed for Alligator Tooth Talisman crafting!","","new-hanover","Vintage Handcuffs","","YES","FINAL REWARD"
